filename,date.bin,dummy
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/11730.jpg,96,153
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/11732.jpg,96,154
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/11729.jpg,96,155
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/11726.jpg,96,156
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/11733.jpg,96,157
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/16219.jpg,96,158
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/11728.jpg,96,159
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/11722.jpg,98,160
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/23798.jpg,98,161
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/11718.jpg,99,162
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/11842.jpg,99,163
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/11717.jpg,99,164
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/24775.jpg,99,165
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/11789.jpg,99,166
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/11720.jpg,99,167
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/25874.jpg,99,168
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/11712.jpg,99,169
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/11713.jpg,100,170
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/25598.jpg,102,171
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7982.jpg,102,172
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7980.jpg,104,173
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7950.jpg,105,174
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7976.jpg,105,175
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7979.jpg,105,176
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7975.jpg,105,177
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7978.jpg,105,178
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/12210.jpg,106,179
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7973.jpg,107,180
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7972.jpg,107,181
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7957.jpg,107,182
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/4226.jpg,107,183
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7934.jpg,107,184
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7970.jpg,107,185
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7971.jpg,108,186
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7968.jpg,110,187
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7967.jpg,110,188
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7921.jpg,111,189
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7963.jpg,112,190
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7961.jpg,112,191
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7962.jpg,112,192
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7960.jpg,113,193
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7959.jpg,114,194
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7957.jpg,114,195
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/4226.jpg,114,196
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7934.jpg,114,197
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7970.jpg,114,198
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7953.jpg,116,199
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7951.jpg,116,200
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7923.jpg,116,201
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7955.jpg,116,202
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7944.jpg,116,203
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7949.jpg,117,204
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7938.jpg,117,205
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7947.jpg,117,206
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7945.jpg,118,207
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7948.jpg,118,208
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7946.jpg,118,209
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/5334.jpg,118,210
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/4529.jpg,118,211
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7943.jpg,119,212
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7942.jpg,119,213
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7941.jpg,119,214
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7930.jpg,120,215
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7940.jpg,120,216
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7939.jpg,120,217
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7937.jpg,120,218
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7936.jpg,120,219
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7935.jpg,121,220
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7957.jpg,121,221
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/4226.jpg,121,222
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7934.jpg,121,223
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7970.jpg,121,224
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7926.jpg,122,225
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10611.jpg,122,226
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7928.jpg,122,227
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7925.jpg,123,228
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7920.jpg,124,229
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7951.jpg,124,230
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7923.jpg,124,231
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7918.jpg,125,232
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/24767.jpg,126,233
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7915.jpg,126,234
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/23907.jpg,126,235
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7916.jpg,126,236
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7907.jpg,127,237
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7914.jpg,127,238
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7911.jpg,128,239
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10617.jpg,128,240
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7904.jpg,129,241
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7905.jpg,129,242
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10603.jpg,130,243
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7900.jpg,131,244
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7902.jpg,131,245
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7899.jpg,131,246
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7897.jpg,132,247
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7898.jpg,132,248
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10639.jpg,132,249
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10637.jpg,133,250
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10626.jpg,134,251
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10633.jpg,134,252
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10634.jpg,134,253
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10628.jpg,134,254
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10631.jpg,134,255
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10635.jpg,134,256
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10632.jpg,134,257
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10630.jpg,134,258
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10629.jpg,134,259
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10623.jpg,135,260
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10627.jpg,135,261
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10619.jpg,136,262
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10621.jpg,136,263
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10620.jpg,136,264
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10615.jpg,136,265
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10614.jpg,136,266
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10618.jpg,136,267
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10613.jpg,137,268
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/7926.jpg,137,269
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10611.jpg,137,270
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10609.jpg,138,271
